"PIT" "group" "Date.Time" "location" "week" "visit.duration" "leader.follower" "n_visits" "species" "age_in_2020" "season" "degree" "betweenness" "n_species" "flock_size" "species_prop"
"2707" "0700EDC746" "summer_828" 200728180716 "Mill2" 13 4.03333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2708" "0700EDC746" "summer_1080" 200729102249 "Mill2" 13 0.166666666666667 "leader" 1 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2709" "0700EDC746" "summer_1102" 200729083452 "Mill2" 13 12.75 "follower" 3 "GRETI" "juvenile" "summer" 69 579 6 6 1
"2710" "0700EDC746" "summer_438" 200722095305 "Mill2" 12 3.5 "follower" 2 "GRETI" "juvenile" "summer" 69 579 5 5 1
"2711" "0700EDC746" "summer_1865" 200805080908 "Mill2" 14 5.05 "follower" 3 "GRETI" "juvenile" "summer" 69 579 7 7 1
"2712" "0700EDC746" "summer_1457" 200804180629 "Mill2" 14 5.68333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2713" "0700EDC746" "summer_508" 200722091126 "Mill2" 12 1.85 "follower" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2715" "0700EDC746" "summer_1815" 200805130414 "Mill2" 14 1.71666666666667 "leader" 3 "GRETI" "juvenile" "summer" 69 579 5 6 0.833333333333333
"2716" "0700EDC746" "summer_1889" 200805130118 "Mill2" 14 4.15 "follower" 4 "GRETI" "juvenile" "summer" 69 579 5 7 0.714285714285714
"2717" "0700EDC746" "summer_2096" 200806062909 "Mill2" 14 3.38333333333333 "leader" 9 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2719" "0700EDC746" "summer_1489" 200804150112 "Mill2" 14 2.66666666666667 "follower" 1 "GRETI" "juvenile" "summer" 69 579 5 5 1
"2720" "0700EDC746" "summer_1100" 200729105607 "Mill2" 13 4.78333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 6 6 1
"2722" "0700EDC746" "summer_814" 200728153042 "Mill2" 13 10.3333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 10 10 1
"2723" "0700EDC746" "summer_2092" 200806072337 "Mill2" 14 3.11666666666667 "follower" 4 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2724" "0700EDC746" "summer_1923" 200805190027 "Mill2" 14 4.95 "follower" 2 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2725" "0700EDC746" "summer_1124" 200729120535 "Mill2" 13 2.33333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2726" "0700EDC746" "summer_62" 200721092748 "Mill2" 12 3.16666666666667 "follower" 2 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2727" "0700EDC746" "summer_1095" 200729125229 "Mill2" 13 4.65 "follower" 1 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2728" "0700EDC746" "summer_144" 200721153438 "Mill2" 12 2.8 "follower" 1 "GRETI" "juvenile" "summer" 69 579 5 5 1
"2729" "0700EDC746" "summer_1469" 200804152431 "Mill2" 14 9.8 "follower" 2 "GRETI" "juvenile" "summer" 69 579 9 11 0.818181818181818
"2730" "0700EDC746" "summer_827" 200728161244 "Mill2" 13 0.0333333333333333 "leader" 1 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2732" "0700EDC746" "summer_41" 200721094338 "Mill2" 12 7.41666666666667 "follower" 4 "GRETI" "juvenile" "summer" 69 579 7 7 1
"2733" "0700EDC746" "summer_1853" 200805115408 "Mill2" 14 5.78333333333333 "leader" 2 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2734" "0700EDC746" "summer_1335" 200730081646 "Mill2" 13 3.6 "follower" 2 "GRETI" "juvenile" "summer" 69 579 4 5 0.8
"2735" "0700EDC746" "summer_1111" 200729133327 "Mill2" 13 6.9 "follower" 2 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2736" "0700EDC746" "summer_1083" 200729095554 "Mill2" 13 9 "follower" 1 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2738" "0700EDC746" "summer_754" 200728083945 "Mill2" 13 3.5 "leader" 2 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2740" "0700EDC746" "summer_1493" 200804113740 "Mill2" 14 3.21666666666667 "follower" 2 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2741" "0700EDC746" "summer_1129" 200729193731 "Mill2" 13 1.91666666666667 "follower" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2742" "0700EDC746" "summer_1377" 200730063604 "Mill2" 13 0.65 "leader" 1 "GRETI" "juvenile" "summer" 69 579 2 3 0.666666666666667
"2743" "0700EDC746" "summer_1808" 200805201115 "Mill2" 14 1.7 "follower" 2 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2744" "0700EDC746" "summer_1474" 200804135222 "Mill2" 14 8.9 "follower" 2 "GRETI" "juvenile" "summer" 69 579 6 6 1
"2745" "0700EDC746" "summer_32" 200721111942 "Mill2" 12 3.23333333333333 "follower" 2 "GRETI" "juvenile" "summer" 69 579 6 6 1
"2746" "0700EDC746" "summer_1818" 200805200820 "Mill2" 14 3.08333333333333 "follower" 3 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2747" "0700EDC746" "summer_1473" 200804142404 "Mill2" 14 7.83333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 7 8 0.875
"2749" "0700EDC746" "summer_39" 200721132912 "Mill2" 12 3.91666666666667 "follower" 2 "GRETI" "juvenile" "summer" 69 579 5 5 1
"2750" "0700EDC746" "summer_1851" 200805163720 "Mill2" 14 4.76666666666667 "follower" 2 "GRETI" "juvenile" "summer" 69 579 10 10 1
"2751" "0700EDC746" "summer_97" 200721092925 "Mill2" 12 0.666666666666667 "leader" 1 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2752" "0700EDC746" "summer_1860" 200805110725 "Mill2" 14 3.6 "follower" 2 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2753" "0700EDC746" "summer_1108" 200729102215 "Mill2" 13 0.0333333333333333 "leader" 1 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2754" "0700EDC746" "summer_1880" 200805094029 "Mill2" 14 1.98333333333333 "leader" 2 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2755" "0700EDC746" "summer_1353" 200730075040 "Mill2" 13 0.8 "follower" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2758" "0700EDC746" "summer_155" 200721104521 "Mill2" 12 4.8 "follower" 2 "GRETI" "juvenile" "summer" 69 579 8 8 1
"2759" "0700EDC746" "summer_1833" 200805085731 "Mill2" 14 2.03333333333333 "leader" 2 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2760" "0700EDC746" "summer_1922" 200805134056 "Mill2" 14 4.88333333333333 "follower" 3 "GRETI" "juvenile" "summer" 69 579 2 3 0.666666666666667
"2761" "0700EDC746" "summer_1879" 200805144717 "Mill2" 14 4.11666666666667 "follower" 1 "GRETI" "juvenile" "summer" 69 579 8 8 1
"2762" "0700EDC746" "summer_1902" 200805071637 "Mill2" 14 5.11666666666667 "follower" 9 "GRETI" "juvenile" "summer" 69 579 3 3 1
"2763" "0700EDC746" "summer_1481" 200804120729 "Mill2" 14 2.76666666666667 "leader" 4 "GRETI" "juvenile" "summer" 69 579 1 1 1
"2764" "0700EDC746" "summer_496" 200722102048 "Mill2" 12 7.81666666666667 "follower" 3 "GRETI" "juvenile" "summer" 69 579 7 8 0.875
"2766" "0700EDC746" "summer_818" 200728114738 "Mill2" 13 2.13333333333333 "follower" 1 "GRETI" "juvenile" "summer" 69 579 2 2 1
"2767" "0700EDC746" "summer_93" 200721164717 "Mill2" 12 3.53333333333333 "follower" 2 "GRETI" "juvenile" "summer" 69 579 3 3 1
"2768" "0700EDC746" "summer_770" 200728110017 "Mill2" 13 3.73333333333333 "leader" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2769" "0700EDC746" "summer_1917" 200805102327 "Mill2" 14 7.28333333333333 "follower" 4 "GRETI" "juvenile" "summer" 69 579 7 8 0.875
"2770" "0700EDC746" "summer_759" 200728093237 "Mill2" 13 13.1666666666667 "follower" 1 "GRETI" "juvenile" "summer" 69 579 5 5 1
"2771" "0700EDC746" "summer_1374" 200730075246 "Mill2" 13 7.56666666666667 "follower" 5 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2772" "0700EDC746" "summer_99" 200721085709 "Mill2" 12 2.83333333333333 "leader" 1 "GRETI" "juvenile" "summer" 69 579 3 3 1
"2773" "0700EDC746" "summer_1471" 200804165312 "Mill2" 14 2 "leader" 1 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2774" "0700EDC746" "summer_2107" 200806065550 "Mill2" 14 3.6 "follower" 2 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2777" "0700EDC746" "summer_1140" 200729101946 "Mill2" 13 7.58333333333333 "follower" 2 "GRETI" "juvenile" "summer" 69 579 3 5 0.6
"2778" "0700EDC746" "summer_1817" 200805152618 "Mill2" 14 5.81666666666667 "follower" 3 "GRETI" "juvenile" "summer" 69 579 8 8 1
"2779" "0700EDC746" "summer_1114" 200729143742 "Mill2" 13 4.56666666666667 "leader" 1 "GRETI" "juvenile" "summer" 69 579 3 3 1
"2780" "0700EDC746" "summer_1125" 200729160644 "Mill2" 13 5.05 "leader" 1 "GRETI" "juvenile" "summer" 69 579 3 3 1
"2781" "0700EDC746" "summer_767" 200728170955 "Mill2" 13 7.93333333333333 "follower" 2 "GRETI" "juvenile" "summer" 69 579 4 4 1
"2783" "0700EDC746" "summer_2093" 200806082336 "Mill2" 14 1.35 "follower" 1 "GRETI" "juvenile" "summer" 69 579 1 2 0.5
"2784" "0700EDC746" "summer_1464" 200804200000 "Mill2" 14 3.2 "leader" 1 "GRETI" "juvenile" "summer" 69 579 3 4 0.75
"2785" "0700EDCA75" "summer_2162" 200806092753 "Mill5" 14 0.483333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2786" "0700EDCA75" "summer_544" 200722122047 "Mill4" 12 2.88333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2787" "0700EDCA75" "summer_1719" 200804142808 "Mill5" 14 4.61666666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2788" "0700EDCA75" "summer_586" 200722113406 "Mill4" 12 4.68333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 3 5 0.6
"2789" "0700EDCA75" "summer_1254" 200729085042 "Mill5" 13 6.06666666666667 "leader" 2 "GRETI" "adult" "summer" 12 94 2 2 1
"2790" "0700EDCA75" "summer_2034" 200805163839 "Mill5" 14 5.13333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2791" "0700EDCA75" "summer_2035" 200805120949 "Mill5" 14 3.71666666666667 "follower" 2 "GRETI" "adult" "summer" 12 94 2 2 1
"2792" "0700EDCA75" "summer_2007" 200805153858 "Mill5" 14 6.4 "leader" 2 "GRETI" "adult" "summer" 12 94 3 3 1
"2794" "0700EDCA75" "summer_1657" 200804154238 "Mill5" 14 0.7 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2796" "0700EDCA75" "summer_2160" 200806064600 "Mill5" 14 0.0666666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2797" "0700EDCA75" "summer_1701" 200804154137 "Mill5" 14 2.5 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2798" "0700EDCA75" "summer_1253" 200729061144 "Mill5" 13 4.61666666666667 "follower" 4 "GRETI" "adult" "summer" 12 94 2 2 1
"2800" "0700EDCA75" "summer_1692" 200804194749 "Mill5" 14 22.9166666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 4 5 0.8
"2801" "0700EDCA75" "summer_2014" 200805134231 "Mill5" 14 0.266666666666667 "leader" 2 "GRETI" "adult" "summer" 12 94 1 1 1
"2802" "0700EDCA75" "summer_1296" 200729095007 "Mill5" 13 1.9 "leader" 2 "GRETI" "adult" "summer" 12 94 2 2 1
"2803" "0700EDCA75" "summer_2001" 200805113058 "Mill5" 14 3.68333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2804" "0700EDCA75" "summer_1275" 200729061611 "Mill5" 13 0.35 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2805" "0700EDCA75" "summer_1997" 200805170945 "Mill5" 14 7.25 "follower" 1 "GRETI" "adult" "summer" 12 94 3 3 1
"2806" "0700EDCA75" "summer_2161" 200806080753 "Mill5" 14 40.7 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2807" "0700EDCA75" "summer_1217" 200729161621 "Mill5" 13 2.33333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2808" "0700EDCA75" "summer_965" 200728170954 "Mill5" 13 8.36666666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2809" "0700EDCA75" "summer_1251" 200729144412 "Mill5" 13 1.78333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2810" "0700EDCA75" "summer_952" 200728152355 "Mill5" 13 1.6 "leader" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2812" "0700EDCA75" "summer_196" 200721141128 "Mill4" 12 0.0833333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2813" "0700EDCA75" "summer_2010" 200805125743 "Mill5" 14 2.25 "leader" 3 "GRETI" "adult" "summer" 12 94 1 1 1
"2815" "0700EDCA75" "summer_1994" 200805150721 "Mill5" 14 2.93333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2817" "0700EDCA75" "summer_1000" 200728143733 "Mill5" 13 4.23333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2818" "0700EDCA75" "summer_2037" 200805185123 "Mill5" 14 2.06666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2819" "0700EDCA75" "summer_2033" 200805140649 "Mill5" 14 0.833333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2820" "0700EDCA75" "summer_1285" 200729115954 "Mill5" 13 0.0333333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2821" "0700EDCA75" "summer_1678" 200804152442 "Mill5" 14 2.76666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2822" "0700EDCA75" "summer_1298" 200729122433 "Mill5" 13 4.96666666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2823" "0700EDCA75" "summer_1224" 200729180905 "Mill5" 13 4.65 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2824" "0700EDCA75" "summer_1721" 200804121744 "Mill5" 14 8.7 "follower" 1 "GRETI" "adult" "summer" 12 94 2 4 0.5
"2825" "0700EDCA75" "summer_2025" 200805085046 "Mill5" 14 0.0333333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2826" "0700EDCA75" "summer_1222" 200729143932 "Mill5" 13 3.98333333333333 "leader" 2 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2827" "0700EDCA75" "summer_1710" 200804161430 "Mill5" 14 0.233333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2828" "0700EDCA75" "summer_980" 200728094357 "Mill5" 13 2.61666666666667 "leader" 2 "GRETI" "adult" "summer" 12 94 1 1 1
"2830" "0700EDCA75" "summer_2012" 200805160110 "Mill5" 14 12.15 "leader" 1 "GRETI" "adult" "summer" 12 94 3 3 1
"2831" "0700EDCA75" "summer_1280" 200729073625 "Mill5" 13 4.86666666666667 "leader" 6 "GRETI" "adult" "summer" 12 94 1 1 1
"2832" "0700EDCA75" "summer_1716" 200804131018 "Mill5" 14 2.75 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2835" "0700EDCA75" "summer_1714" 200804103026 "Mill5" 14 4.53333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2836" "0700EDCA75" "summer_618" 200722091232 "Mill5" 12 3.08333333333333 "leader" 3 "GRETI" "adult" "summer" 12 94 1 1 1
"2837" "0700EDCA75" "summer_2026" 200805111824 "Mill5" 14 3.38333333333333 "follower" 3 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2838" "0700EDCA75" "summer_969" 200728090126 "Mill5" 13 6.6 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2839" "0700EDCA75" "summer_1722" 200804104341 "Mill5" 14 2.01666666666667 "leader" 2 "GRETI" "adult" "summer" 12 94 1 1 1
"2840" "0700EDCA75" "summer_1286" 200729070000 "Mill5" 13 1.85 "leader" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2841" "0700EDCA75" "summer_1992" 200805105519 "Mill5" 14 2.8 "leader" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2842" "0700EDCA75" "summer_2023" 200805131916 "Mill5" 14 3.45 "leader" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2843" "0700EDCA75" "summer_1694" 200804113857 "Mill5" 14 1.83333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2844" "0700EDCA75" "summer_1660" 200804140132 "Mill5" 14 9.26666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 2 4 0.5
"2845" "0700EDCA75" "summer_2005" 200805093500 "Mill5" 14 4.45 "leader" 4 "GRETI" "adult" "summer" 12 94 1 1 1
"2846" "0700EDCA75" "summer_1696" 200804164316 "Mill5" 14 0.0333333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2848" "0700EDCA75" "summer_950" 200728131233 "Mill5" 13 9.11666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2849" "0700EDCA75" "summer_538" 200722064533 "Mill4" 12 4.25 "follower" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2851" "0700EDCA75" "summer_541" 200722123708 "Mill4" 12 5.8 "leader" 1 "GRETI" "adult" "summer" 12 94 3 5 0.6
"2852" "0700EDCA75" "summer_1248" 200729065426 "Mill5" 13 5.55 "leader" 2 "GRETI" "adult" "summer" 12 94 2 4 0.5
"2854" "0700EDCA75" "summer_2016" 200805122402 "Mill5" 14 5.38333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2855" "0700EDCA75" "summer_2030" 200805115001 "Mill5" 14 0.283333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2856" "0700EDCA75" "summer_2004" 200805183403 "Mill5" 14 3.05 "follower" 1 "GRETI" "adult" "summer" 12 94 3 3 1
"2857" "0700EDCA75" "summer_1256" 200729191456 "Mill5" 13 0.0166666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2858" "0700EDCA75" "summer_570" 200722152233 "Mill4" 12 0.15 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2859" "0700EDCA75" "summer_943" 200728085730 "Mill5" 13 4.46666666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 1 3 0.333333333333333
"2860" "0700EDCA75" "summer_1284" 200729103750 "Mill5" 13 0.133333333333333 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2861" "0700EDCA75" "summer_1681" 200804174729 "Mill5" 14 10.0833333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 4 0.5
"2862" "0700EDCA75" "summer_611" 200722164947 "Mill4" 12 2.83333333333333 "leader" 2 "GRETI" "adult" "summer" 12 94 3 3 1
"2863" "0700EDCA75" "summer_973" 200728110549 "Mill5" 13 3.16666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2864" "0700EDCA75" "summer_1996" 200805130000 "Mill5" 14 1.65 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2866" "0700EDCA75" "summer_1263" 200729172542 "Mill5" 13 2.86666666666667 "follower" 1 "GRETI" "adult" "summer" 12 94 1 2 0.5
"2868" "0700EDCA75" "summer_1708" 200804171743 "Mill5" 14 0.25 "leader" 1 "GRETI" "adult" "summer" 12 94 1 1 1
"2869" "0700EDCA75" "summer_2027" 200805083956 "Mill5" 14 2.05 "follower" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2870" "0700EDCA75" "summer_1691" 200804125249 "Mill5" 14 6.78333333333333 "follower" 1 "GRETI" "adult" "summer" 12 94 2 3 0.666666666666667
"2871" "0700EDCA75" "summer_598" 200722170038 "Mill4" 12 2.56666666666667 "leader" 1 "GRETI" "adult" "summer" 12 94 2 2 1
"2873" "0700EDCC73" "summer_1531" 200804111540 "Mill3" 14 4.78333333333333 "follower" 1 "GRETI" "juvenile" "summer" 52 273 1 2 0.5
"2874" "0700EDCC73" "summer_456" 200722122854 "Mill2" 12 0.0333333333333333 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2875" "0700EDCC73" "summer_516" 200722124249 "Mill2" 12 0.233333333333333 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2876" "0700EDCC73" "summer_149" 200721095804 "Mill2" 12 6.55 "follower" 2 "GRETI" "juvenile" "summer" 52 273 5 5 1
"2877" "0700EDCC73" "summer_498" 200722140001 "Mill2" 12 13.9 "leader" 8 "GRETI" "juvenile" "summer" 52 273 8 8 1
"2878" "0700EDCC73" "summer_42" 200721143206 "Mill2" 12 6.48333333333333 "follower" 1 "GRETI" "juvenile" "summer" 52 273 6 6 1
"2879" "0700EDCC73" "summer_52" 200721111244 "Mill2" 12 4.68333333333333 "leader" 4 "GRETI" "juvenile" "summer" 52 273 7 9 0.777777777777778
"2880" "0700EDCC73" "summer_504" 200722135552 "Mill2" 12 2.15 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2881" "0700EDCC73" "summer_483" 200722121144 "Mill2" 12 2.83333333333333 "leader" 3 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2882" "0700EDCC73" "summer_115" 200721135016 "Mill2" 12 3.65 "follower" 3 "GRETI" "juvenile" "summer" 52 273 6 6 1
"2885" "0700EDCC73" "summer_435" 200722190609 "Mill2" 12 2.95 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2886" "0700EDCC73" "summer_761" 200728175829 "Mill2" 13 3.1 "follower" 2 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2887" "0700EDCC73" "summer_772" 200728184430 "Mill2" 13 2.48333333333333 "leader" 3 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2888" "0700EDCC73" "summer_434" 200722155453 "Mill2" 12 5.6 "follower" 3 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2889" "0700EDCC73" "summer_77" 200721111817 "Mill2" 12 0.3 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2890" "0700EDCC73" "summer_453" 200722190109 "Mill2" 12 0.0166666666666667 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2892" "0700EDCC73" "summer_783" 200728184221 "Mill2" 13 1.5 "leader" 2 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2893" "0700EDCC73" "summer_479" 200722175844 "Mill2" 12 4.9 "follower" 3 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2894" "0700EDCC73" "summer_1509" 200804193239 "Mill3" 14 26.15 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2895" "0700EDCC73" "summer_500" 200722092036 "Mill2" 12 7.88333333333333 "follower" 3 "GRETI" "juvenile" "summer" 52 273 4 4 1
"2896" "0700EDCC73" "summer_1069" 200729091659 "Mill2" 13 10.55 "follower" 4 "GRETI" "juvenile" "summer" 52 273 7 7 1
"2897" "0700EDCC73" "summer_844" 200728133329 "Mill3" 13 5.23333333333333 "follower" 4 "GRETI" "juvenile" "summer" 52 273 3 4 0.75
"2898" "0700EDCC73" "summer_849" 200728103420 "Mill3" 13 2.31666666666667 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2899" "0700EDCC73" "summer_88" 200721185927 "Mill2" 12 2.73333333333333 "follower" 2 "GRETI" "juvenile" "summer" 52 273 8 8 1
"2900" "0700EDCC73" "summer_445" 200722154323 "Mill2" 12 2.86666666666667 "leader" 2 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2903" "0700EDCC73" "summer_513" 200722160116 "Mill2" 12 3.91666666666667 "follower" 4 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2904" "0700EDCC73" "summer_75" 200721170532 "Mill2" 12 5.51666666666667 "follower" 1 "GRETI" "juvenile" "summer" 52 273 6 6 1
"2905" "0700EDCC73" "summer_439" 200722122058 "Mill2" 12 6.05 "leader" 2 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2906" "0700EDCC73" "summer_464" 200722124204 "Mill2" 12 0.233333333333333 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2907" "0700EDCC73" "summer_457" 200722170829 "Mill2" 12 3.46666666666667 "follower" 5 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2908" "0700EDCC73" "summer_482" 200722103142 "Mill2" 12 7.21666666666667 "follower" 4 "GRETI" "juvenile" "summer" 52 273 7 7 1
"2909" "0700EDCC73" "summer_850" 200728142327 "Mill3" 13 4.83333333333333 "leader" 2 "GRETI" "juvenile" "summer" 52 273 1 2 0.5
"2911" "0700EDCC73" "summer_505" 200722121601 "Mill2" 12 4.86666666666667 "follower" 3 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2912" "0700EDCC73" "summer_1155" 200729111930 "Mill3" 13 2.58333333333333 "leader" 5 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2913" "0700EDCC73" "summer_134" 200721102444 "Mill2" 12 3.78333333333333 "follower" 3 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2914" "0700EDCC73" "summer_846" 200728103035 "Mill3" 13 3.63333333333333 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2915" "0700EDCC73" "summer_173" 200721135619 "Mill2" 12 0.0333333333333333 "leader" 1 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2916" "0700EDCC73" "summer_67" 200721144657 "Mill2" 12 6.8 "follower" 1 "GRETI" "juvenile" "summer" 52 273 8 10 0.8
"2917" "0700EDCC73" "summer_127" 200721190048 "Mill2" 12 8.78333333333333 "follower" 3 "GRETI" "juvenile" "summer" 52 273 5 5 1
"2919" "0700EDCC73" "summer_45" 200721151657 "Mill2" 12 4.9 "follower" 4 "GRETI" "juvenile" "summer" 52 273 4 5 0.8
"2921" "0700EDCC73" "summer_470" 200722180134 "Mill2" 12 5.48333333333333 "follower" 10 "GRETI" "juvenile" "summer" 52 273 3 3 1
"2922" "0700EDCC73" "summer_133" 200721114810 "Mill2" 12 2.98333333333333 "follower" 3 "GRETI" "juvenile" "summer" 52 273 4 4 1
"2923" "0700EDCC73" "summer_832" 200728132907 "Mill3" 13 0.666666666666667 "leader" 2 "GRETI" "juvenile" "summer" 52 273 1 1 1
"2924" "0700EDCC73" "summer_462" 200722123823 "Mill2" 12 3.9 "follower" 3 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2925" "0700EDCC73" "summer_104" 200721111747 "Mill2" 12 0.316666666666667 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2926" "0700EDCC73" "summer_38" 200721161656 "Mill2" 12 3.96666666666667 "follower" 1 "GRETI" "juvenile" "summer" 52 273 2 2 1
"2927" "0700EDCC73" "summer_1515" 200804095551 "Mill3" 14 6.66666666666667 "follower" 1 "GRETI" "juvenile" "summer" 52 273 1 3 0.333333333333333
