"","PIT","degree","Date.Time","Antenna","location","week","group","visit.duration","leader.follower","species","age_in_2020","season","betweenness","group.size","n_species","flock_size","species_prop"
"1157","0110179AA2",16,200805162708,"M","Mill5",14,2002,6.6,"leader","MARTI","adult","summer",357,2,2,5,0.4
"1158","0110179AA2",16,200729180455,"M","Mill5",13,1224,4.65,"leader","MARTI","adult","summer",357,3,4,11,0.363636363636364
"1159","0110179AA2",16,200730080651,"M","Mill3",13,1386,0.183333333333333,"leader","MARTI","adult","summer",357,1,1,12,0.0833333333333333
"1160","0110179AA2",16,200729160259,"M","Mill5",13,1260,2.61666666666667,"follower","MARTI","adult","summer",357,2,2,6,0.333333333333333
"1161","0110179AA2",16,200804122822,"M","Mill5",14,1677,0.883333333333333,"follower","MARTI","adult","summer",357,2,6,8,0.75
"1162","0110179AA2",16,200804153254,"M","Mill5",14,1652,2.56666666666667,"leader","MARTI","adult","summer",357,1,1,3,0.333333333333333
"1163","0110179AA2",16,200722153950,"M","Mill3",12,525,1.81666666666667,"follower","MARTI","adult","summer",357,2,5,9,0.555555555555556
"1164","0110179AA2",16,200721100115,"M","Mill5",12,289,3.75,"leader","MARTI","adult","summer",357,1,2,6,0.333333333333333
"1165","0110179AA2",16,200729063455,"M","Mill5",13,1225,2.75,"follower","MARTI","adult","summer",357,3,5,11,0.454545454545455
"1166","0110179AA2",16,200804110126,"M","Mill5",14,1682,2.76666666666667,"leader","MARTI","adult","summer",357,2,2,5,0.4
"1167","0110179AA2",16,200804154346,"M","Mill5",14,1724,0.7,"leader","MARTI","adult","summer",357,2,5,8,0.625
"1168","0110179AA2",16,200721183258,"M","Mill5",12,304,0,"leader","MARTI","adult","summer",357,1,4,8,0.5
"1169","0110179AA2",16,200804150004,"M","Mill5",14,1671,3.85,"leader","MARTI","adult","summer",357,2,2,5,0.4
"1170","0110179AA2",16,200728185414,"M","Mill5",13,972,5.38333333333333,"leader","MARTI","adult","summer",357,3,2,9,0.222222222222222
"1171","0110179AA2",16,200804110059,"M","Mill5",14,1688,0,"leader","MARTI","adult","summer",357,1,2,5,0.4
"1172","0110179AA2",16,200729132703,"M","Mill5",13,1244,6.6,"leader","MARTI","adult","summer",357,2,1,5,0.2
"1173","0110179AA2",16,200722140402,"M","Mill5",12,643,0,"leader","MARTI","adult","summer",357,1,6,7,0.857142857142857
"1174","0110179AA2",16,200729163525,"M","Mill5",13,1299,1.13333333333333,"leader","MARTI","adult","summer",357,1,4,14,0.285714285714286
"1175","0110179AA2",16,200721161013,"M","Mill5",12,274,6.28333333333333,"follower","MARTI","adult","summer",357,3,3,6,0.5
"1176","0110179AA2",16,200804154922,"M","Mill5",14,1683,4.93333333333333,"follower","MARTI","adult","summer",357,2,3,6,0.5
"1177","0110179AA2",16,200728134936,"M","Mill5",13,986,9.95,"leader","MARTI","adult","summer",357,2,2,12,0.166666666666667
"1178","0110179AA2",16,200728152924,"M","Mill5",13,962,0.0833333333333333,"leader","MARTI","adult","summer",357,1,3,12,0.25
"1179","0110179AA2",16,200729131646,"M","Mill5",13,1233,6.93333333333333,"follower","MARTI","adult","summer",357,2,2,11,0.181818181818182
"1180","0110179AA2",16,200729171923,"M","Mill5",13,1220,3.38333333333333,"leader","MARTI","adult","summer",357,2,4,8,0.5
"1181","0110179AA2",16,200729145128,"M","Mill5",13,1234,4.6,"follower","MARTI","adult","summer",357,2,2,5,0.4
"1182","0110179AA2",16,200804155635,"M","Mill5",14,1720,4.3,"follower","MARTI","adult","summer",357,3,3,7,0.428571428571429
"1183","0110179AA2",16,200728161636,"M","Mill5",13,967,0.433333333333333,"follower","MARTI","adult","summer",357,2,3,7,0.428571428571429
"1184","0110179AA2",16,200729160936,"M","Mill5",13,1235,6.16666666666667,"follower","MARTI","adult","summer",357,2,1,8,0.125
"1185","0110179AA2",16,200722175402,"M","Mill5",12,650,6.45,"follower","MARTI","adult","summer",357,2,4,8,0.5
"1186","0110179AA2",16,200729074923,"M","Mill3",13,1171,3.46666666666667,"follower","MARTI","adult","summer",357,3,6,11,0.545454545454545
"1187","0110179AA2",16,200728153214,"M","Mill5",13,988,0,"leader","MARTI","adult","summer",357,1,4,21,0.19047619047619
"1188","0110179AA2",16,200729174411,"M","Mill5",13,1245,0.166666666666667,"leader","MARTI","adult","summer",357,1,2,12,0.166666666666667
"1189","0110179AA2",16,200729134802,"M","Mill5",13,1218,4.08333333333333,"leader","MARTI","adult","summer",357,2,4,6,0.666666666666667
"1190","0110179AA2",16,200721113819,"M","Mill5",12,279,2.36666666666667,"follower","MARTI","adult","summer",357,3,3,6,0.5
"1191","0110179AA2",16,200804111530,"M","Mill5",14,1705,1.16666666666667,"follower","MARTI","adult","summer",357,2,2,6,0.333333333333333
"1192","0110179AA2",16,200729121151,"M","Mill5",13,1293,8.05,"leader","MARTI","adult","summer",357,2,3,12,0.25
"1193","0110179AA2",16,200729143535,"M","Mill5",13,1300,0.616666666666667,"leader","MARTI","adult","summer",357,1,2,5,0.4
"1194","0110179AA2",16,200729122258,"M","Mill5",13,1298,4.96666666666667,"leader","MARTI","adult","summer",357,3,3,11,0.272727272727273
"1195","0110179AA2",16,200729065109,"M","Mill5",13,1252,0.233333333333333,"leader","MARTI","adult","summer",357,1,1,6,0.166666666666667
"1196","0110179AA2",16,200721171739,"M","Mill5",12,270,0.0166666666666667,"leader","MARTI","adult","summer",357,1,4,8,0.5
"1197","0110179AA2",16,200721124433,"M","Mill5",12,281,4.45,"follower","MARTI","adult","summer",357,2,2,8,0.25
"1198","0110179AA2",16,200804145520,"M","Mill5",14,1685,4.26666666666667,"leader","MARTI","adult","summer",357,3,6,8,0.75
"1199","0110179AA2",16,200729120650,"M","Mill5",13,1250,2.45,"leader","MARTI","adult","summer",357,1,1,8,0.125
"1200","0110179AA2",16,200730081235,"M","Mill3",13,1379,0.0666666666666667,"leader","MARTI","adult","summer",357,1,2,23,0.0869565217391304
"1201","0110179AA2",16,200728192847,"M","Mill5",13,982,0.2,"leader","MARTI","adult","summer",357,1,2,11,0.181818181818182
"1202","0110179AA2",16,200729062816,"M","Mill5",13,1292,3.08333333333333,"follower","MARTI","adult","summer",357,2,3,9,0.333333333333333
"1203","0110179AA2",16,200728144547,"M","Mill5",13,993,0,"leader","MARTI","adult","summer",357,1,2,26,0.0769230769230769
"1204","0110179AA2",16,200722102336,"M","Mill5",12,647,3.25,"follower","MARTI","adult","summer",357,2,8,9,0.888888888888889
"1205","0110179AA2",16,200729133444,"M","Mill5",13,1271,1.41666666666667,"follower","MARTI","adult","summer",357,2,5,14,0.357142857142857
"1206","0110179AA2",16,200804160048,"M","Mill5",14,1707,5.03333333333333,"leader","MARTI","adult","summer",357,2,3,4,0.75
"1207","0110179AA2",16,200721144426,"M","Mill5",12,301,48.2166666666667,"follower","MARTI","adult","summer",357,3,5,8,0.625
"1208","0110179AA2",16,200729070034,"M","Mill5",13,1286,1.85,"follower","MARTI","adult","summer",357,2,2,6,0.333333333333333
"1209","0110179AA2",16,200728141048,"M","Mill5",13,953,5.93333333333333,"leader","MARTI","adult","summer",357,1,1,8,0.125
"1210","0110179AA2",16,200728172851,"M","Mill5",13,944,3.55,"follower","MARTI","adult","summer",357,2,2,11,0.181818181818182
"1211","0110179AA2",16,200729174912,"M","Mill5",13,1297,2.33333333333333,"leader","MARTI","adult","summer",357,1,4,8,0.5
"1212","0110179AA2",16,200728175019,"M","Mill5",13,984,7.3,"leader","MARTI","adult","summer",357,2,3,31,0.0967741935483871
"1213","0110179AA2",16,200804183614,"M","Mill5",14,1672,11.3666666666667,"leader","MARTI","adult","summer",357,2,3,8,0.375
"1214","0110179AA2",16,200721151544,"M","Mill5",12,266,7.78333333333333,"leader","MARTI","adult","summer",357,1,2,7,0.285714285714286
"1215","0110179AA2",16,200721103249,"M","Mill5",12,306,6.2,"follower","MARTI","adult","summer",357,2,4,7,0.571428571428571
"1216","0110179AA2",16,200804154222,"M","Mill5",14,1657,0.7,"follower","MARTI","adult","summer",357,3,2,7,0.285714285714286
"1217","0110179AA2",16,200804141515,"M","Mill5",14,1715,7.18333333333333,"leader","MARTI","adult","summer",357,2,5,7,0.714285714285714
"1218","0110179AA2",16,200805091938,"M","Mill5",14,2008,8.06666666666667,"follower","MARTI","adult","summer",357,2,3,10,0.3
"1219","0110179AA2",16,200729161616,"M","Mill5",13,1217,2.33333333333333,"leader","MARTI","adult","summer",357,3,2,6,0.333333333333333
"1220","0110179AA2",16,200728164646,"M","Mill5",13,941,4.96666666666667,"leader","MARTI","adult","summer",357,2,5,17,0.294117647058824
"1221","0110179AA2",16,200804141225,"M","Mill5",14,1713,2.38333333333333,"leader","MARTI","adult","summer",357,3,3,9,0.333333333333333
"1222","0110179AA2",16,200721120127,"M","Mill5",12,307,0.116666666666667,"leader","MARTI","adult","summer",357,1,4,6,0.666666666666667
"1223","0110179AA2",16,200729182346,"M","Mill5",13,1264,2.71666666666667,"leader","MARTI","adult","summer",357,1,4,13,0.307692307692308
"1224","0110179AA2",16,200728173259,"M","Mill5",13,1001,0.183333333333333,"leader","MARTI","adult","summer",357,1,4,13,0.307692307692308
"1225","0110179AA2",16,200729165135,"M","Mill5",13,1290,0.0333333333333333,"leader","MARTI","adult","summer",357,1,3,9,0.333333333333333
"1226","0110179AA2",16,200729091751,"M","Mill5",13,1279,3.6,"leader","MARTI","adult","summer",357,1,1,9,0.111111111111111
"1227","0110179AA2",16,200804133634,"M","Mill5",14,1662,3.51666666666667,"follower","MARTI","adult","summer",357,3,2,5,0.4
"1228","0110179AA2",16,200728190447,"M","Mill5",13,955,8.21666666666667,"follower","MARTI","adult","summer",357,3,3,10,0.3
"1229","0110179AA2",16,200722180529,"M","Mill5",12,634,18.4,"leader","MARTI","adult","summer",357,2,2,5,0.4
"1230","0110179AA2",16,200721132759,"M","Mill5",12,291,1.25,"leader","MARTI","adult","summer",357,1,3,7,0.428571428571429
"1231","0110179AA2",16,200729092539,"M","Mill5",13,1277,0.3,"leader","MARTI","adult","summer",357,1,5,14,0.357142857142857
"1232","0110179AA2",16,200721112035,"M","Mill5",12,267,11.1666666666667,"follower","MARTI","adult","summer",357,2,3,7,0.428571428571429
"1233","0110179AA2",16,200729170209,"M","Mill5",13,1274,2.98333333333333,"leader","MARTI","adult","summer",357,2,4,13,0.307692307692308
"1234","0110179AA2",16,200729134217,"M","Mill5",13,1219,3.26666666666667,"leader","MARTI","adult","summer",357,1,5,7,0.714285714285714
"1235","0110179AA2",16,200804123140,"M","Mill5",14,1709,3.23333333333333,"follower","MARTI","adult","summer",357,3,5,12,0.416666666666667
"1236","0110179AA2",16,200804121437,"M","Mill5",14,1721,8.7,"follower","MARTI","adult","summer",357,4,4,9,0.444444444444444
"1237","0110179AA2",16,200729091318,"M","Mill5",13,1289,4.95,"follower","MARTI","adult","summer",357,2,2,6,0.333333333333333
"1238","0110179AA2",16,200721160004,"M","Mill5",12,308,7.43333333333333,"leader","MARTI","adult","summer",357,3,4,9,0.444444444444444
"1239","0110179AA2",16,200728153218,"M","Mill5",13,946,4.1,"leader","MARTI","adult","summer",357,1,3,13,0.230769230769231
"1240","0110179AA2",16,200804154830,"M","Mill5",14,1693,3.46666666666667,"follower","MARTI","adult","summer",357,3,2,6,0.333333333333333
"1241","0110179AA2",16,200805132243,"M","Mill5",14,2023,3.45,"follower","MARTI","adult","summer",357,2,2,13,0.153846153846154
"1242","0110179AA2",16,200721094128,"M","Mill5",12,278,5.1,"follower","MARTI","adult","summer",357,2,4,12,0.333333333333333
"1243","0110179AA2",16,200804113855,"M","Mill5",14,1694,1.83333333333333,"leader","MARTI","adult","summer",357,2,1,6,0.166666666666667
"1244","0110179AA2",16,200729141339,"M","Mill5",13,1276,0.05,"leader","MARTI","adult","summer",357,1,3,6,0.5
"1245","0110179AA2",16,200804124836,"M","Mill5",14,1679,0,"leader","MARTI","adult","summer",357,1,3,3,1
"1246","0110179AA2",16,200729173800,"M","Mill5",13,1265,2.25,"leader","MARTI","adult","summer",357,1,3,11,0.272727272727273
"1247","0110179AA2",16,200728145120,"M","Mill5",13,985,4.8,"follower","MARTI","adult","summer",357,3,3,26,0.115384615384615
"1248","0110179AA2",16,200729171517,"M","Mill5",13,1230,1.81666666666667,"leader","MARTI","adult","summer",357,1,3,5,0.6
"1249","0110179AA2",16,200721091150,"M","Mill5",12,286,9.01666666666667,"leader","MARTI","adult","summer",357,2,4,7,0.571428571428571
"1250","0110179AA2",16,200804122312,"M","Mill5",14,1711,4.71666666666667,"leader","MARTI","adult","summer",357,3,4,9,0.444444444444444
"1251","0110179AA2",16,200728161214,"M","Mill5",13,939,3.63333333333333,"follower","MARTI","adult","summer",357,3,2,13,0.153846153846154
"1252","0110179AA2",16,200730062124,"M","Mill5",13,1421,0.6,"leader","MARTI","adult","summer",357,2,2,12,0.166666666666667
"1253","0110179AA2",16,200729151751,"M","Mill5",13,1269,2.81666666666667,"follower","MARTI","adult","summer",357,2,5,12,0.416666666666667
"1254","0110179AA2",16,200721122404,"M","Mill5",12,299,2.28333333333333,"follower","MARTI","adult","summer",357,2,4,6,0.666666666666667
"1255","0110179AA2",16,200722184844,"M","Mill5",12,651,0,"leader","MARTI","adult","summer",357,1,7,9,0.777777777777778
"1256","0110179AA2",16,200722160605,"M","Mill3",12,533,5.03333333333333,"leader","MARTI","adult","summer",357,1,4,17,0.235294117647059
"1257","0110179AA2",16,200722194811,"M","Mill5",12,639,4.26666666666667,"leader","MARTI","adult","summer",357,2,4,6,0.666666666666667
"1258","0110179B33",24,200721145636,"M","Mill2",12,119,6.6,"follower","BLUTI","adult","summer",2.5,6,2,11,0.181818181818182
"1259","0110179B33",24,200806063945,"M","Mill2",14,2111,0.1,"follower","BLUTI","adult","summer",2.5,2,3,8,0.375
"1260","0110179B33",24,200722071559,"M","Mill2",12,455,0.666666666666667,"follower","BLUTI","adult","summer",2.5,2,2,9,0.222222222222222
"1261","0110179B33",24,200721172615,"M","Mill2",12,169,7.26666666666667,"follower","BLUTI","adult","summer",2.5,8,1,11,0.0909090909090909
"1262","0110179B33",24,200721122709,"M","Mill2",12,139,4.7,"follower","BLUTI","adult","summer",2.5,6,2,16,0.125
"1263","0110179B33",24,200721123222,"M","Mill2",12,145,3.48333333333333,"follower","BLUTI","adult","summer",2.5,5,3,13,0.230769230769231
"1264","0110179B33",24,200729125608,"M","Mill2",13,1132,1.91666666666667,"follower","BLUTI","adult","summer",2.5,4,6,17,0.352941176470588
"1265","0110179B33",24,200722131730,"M","Mill2",12,458,10.3166666666667,"follower","BLUTI","adult","summer",2.5,4,2,12,0.166666666666667
"1266","0110179B33",24,200729125057,"M","Mill2",13,1095,4.65,"follower","BLUTI","adult","summer",2.5,4,5,19,0.263157894736842
"1267","0110179BE1",27,200730074616,"M","Mill3",13,1389,3,"leader","BLUTI","adult","summer",4.5,1,1,11,0.0909090909090909
"1268","0110179BE1",27,200805172438,"M","Mill2",14,1896,2.21666666666667,"follower","BLUTI","adult","summer",4.5,4,4,10,0.4
"1269","0110179BE1",27,200805172730,"M","Mill2",14,1911,4.9,"follower","BLUTI","adult","summer",4.5,7,3,17,0.176470588235294
"1270","0110179BE1",27,200729091951,"M","Mill3",13,1153,1.51666666666667,"leader","BLUTI","adult","summer",4.5,1,3,25,0.12
"1271","0110179BE1",27,200804124038,"M","Mill3",14,1510,0.05,"leader","BLUTI","adult","summer",4.5,1,6,21,0.285714285714286
"1272","0110179BE1",27,200805172649,"M","Mill2",14,1856,0.0333333333333333,"leader","BLUTI","adult","summer",4.5,1,2,5,0.4
"1273","0110179BE1",27,200804141504,"M","Mill2",14,1486,15.9333333333333,"follower","BLUTI","adult","summer",4.5,15,4,23,0.173913043478261
"1274","0110179BE1",27,200730063000,"M","Mill3",13,1385,7.13333333333333,"follower","BLUTI","adult","summer",4.5,3,1,10,0.1
"1275","0110179BE1",27,200804152018,"M","Mill2",14,1469,9.8,"follower","BLUTI","adult","summer",4.5,11,3,17,0.176470588235294
"1276","0110179BE1",27,200805172534,"M","Mill2",14,1927,1.31666666666667,"follower","BLUTI","adult","summer",4.5,3,10,20,0.5
"1277","0110179BE1",27,200729090024,"M","Mill3",13,1167,0.0333333333333333,"leader","BLUTI","adult","summer",4.5,1,2,13,0.153846153846154
"1278","0110179BE1",27,200729064126,"M","Mill3",13,1166,6.8,"follower","BLUTI","adult","summer",4.5,3,1,9,0.111111111111111
"1279","0110179BE1",27,200804172037,"M","Mill2",14,1484,7.26666666666667,"follower","BLUTI","adult","summer",4.5,7,4,17,0.235294117647059
"1280","0110179BE1",27,200804111450,"M","Mill2",14,1499,4.33333333333333,"follower","BLUTI","adult","summer",4.5,8,1,16,0.0625
"1281","0110179C63",11,200805160716,"M","Mill6",14,2065,0.25,"follower","MARTI","adult","summer",5,2,4,21,0.19047619047619
"1282","0110179C63",11,200804145947,"M","Mill6",14,1731,0.2,"leader","MARTI","adult","summer",5,1,2,3,0.666666666666667
"1283","0110179C63",11,200805105710,"M","Mill6",14,2045,2.26666666666667,"leader","MARTI","adult","summer",5,1,2,7,0.285714285714286
"1284","0110179C63",11,200722130446,"M","Mill6",12,655,4.81666666666667,"follower","MARTI","adult","summer",5,3,5,7,0.714285714285714
"1285","0110179C63",11,200804142641,"M","Mill6",14,1730,0,"leader","MARTI","adult","summer",5,1,4,7,0.571428571428571
"1286","0110179C63",11,200804150000,"M","Mill6",14,1734,4.36666666666667,"leader","MARTI","adult","summer",5,1,3,6,0.5
"1287","0110179C63",11,200721133815,"M","Mill6",12,326,0.0166666666666667,"leader","MARTI","adult","summer",5,1,3,7,0.428571428571429
"1288","0110179C63",11,200804123848,"M","Mill6",14,1747,0,"leader","MARTI","adult","summer",5,1,3,6,0.5
"1289","0110179C63",11,200804154359,"M","Mill6",14,1752,1.08333333333333,"leader","MARTI","adult","summer",5,1,3,4,0.75
"1290","0110179C63",11,200722155734,"M","Mill6",12,656,1.23333333333333,"follower","MARTI","adult","summer",5,2,6,7,0.857142857142857
"1291","0110179C63",11,200805153644,"M","Mill6",14,2060,3.83333333333333,"follower","MARTI","adult","summer",5,3,5,24,0.208333333333333
"1292","0110179C63",11,200721134029,"M","Mill6",12,349,1.9,"leader","MARTI","adult","summer",5,2,3,8,0.375
"1293","0110179C63",11,200805135814,"M","Mill6",14,2054,3.93333333333333,"follower","MARTI","adult","summer",5,4,5,13,0.384615384615385
"1294","0110179C63",11,200721134438,"M","Mill6",12,336,3.23333333333333,"follower","MARTI","adult","summer",5,3,3,8,0.375
"1295","0110179C63",11,200722121549,"M","Mill6",12,686,3.08333333333333,"follower","MARTI","adult","summer",5,2,4,8,0.5
"1296","0110179C63",11,200805140430,"M","Mill6",14,2058,4.95,"follower","MARTI","adult","summer",5,3,5,17,0.294117647058824
"1297","0110179C63",11,200805125834,"M","Mill6",14,2083,1.21666666666667,"leader","MARTI","adult","summer",5,1,3,9,0.333333333333333
"1298","0110179C63",11,200805171947,"M","Mill6",14,2043,4.53333333333333,"follower","MARTI","adult","summer",5,2,3,13,0.230769230769231
"1299","0110179C63",11,200805173655,"M","Mill6",14,2071,8.9,"follower","MARTI","adult","summer",5,2,5,13,0.384615384615385
"1300","0110179F31",16,200729134413,"M","Mill2",13,1116,4.15,"follower","MARTI","adult","summer",11,3,4,10,0.4
"1301","0110179F31",16,200728123958,"M","Mill2",13,776,4.25,"follower","MARTI","adult","summer",11,3,1,7,0.142857142857143
"1302","0110179F31",16,200730082627,"M","Mill2",13,1373,2.28333333333333,"follower","MARTI","adult","summer",11,2,1,15,0.0666666666666667
"1303","0110179F31",16,200730082633,"M","Mill2",13,1354,3.41666666666667,"leader","MARTI","adult","summer",11,4,4,15,0.266666666666667
"1304","0110179F31",16,200730081447,"M","Mill2",13,1339,0.0333333333333333,"leader","MARTI","adult","summer",11,1,4,10,0.4
"1305","0110179F31",16,200728130616,"M","Mill2",13,777,3.2,"follower","MARTI","adult","summer",11,3,4,17,0.235294117647059
"1306","0110179F31",16,200730082003,"M","Mill2",13,1371,2.65,"leader","MARTI","adult","summer",11,3,1,12,0.0833333333333333
"1307","0110179F31",16,200728142851,"M","Mill2",13,820,0.633333333333333,"leader","MARTI","adult","summer",11,1,1,7,0.142857142857143
"1308","0110179F31",16,200729135933,"M","Mill2",13,1127,1.81666666666667,"follower","MARTI","adult","summer",11,2,6,16,0.375
"1309","0110179F31",16,200730081626,"M","Mill2",13,1335,3.6,"leader","MARTI","adult","summer",11,5,4,14,0.285714285714286
"1310","0110179F31",16,200728124808,"M","Mill2",13,788,2.2,"follower","MARTI","adult","summer",11,2,3,7,0.428571428571429
"1311","0110179F31",16,200729153127,"M","Mill2",13,1119,7.38333333333333,"follower","MARTI","adult","summer",11,5,4,22,0.181818181818182
"1312","0110179F31",16,200729142228,"M","Mill2",13,1084,1.28333333333333,"leader","MARTI","adult","summer",11,1,3,10,0.3
"1313","011017A1D8",61,200805130555,"M","Mill2",14,1815,1.71666666666667,"follower","MARTI","adult","summer",813,6,3,20,0.15
"1314","011017A1D8",61,200804123119,"M","Mill6",14,1727,2.61666666666667,"leader","MARTI","adult","summer",813,3,3,7,0.428571428571429
"1315","011017A1D8",61,200729103016,"M","Mill2",13,1071,5.28333333333333,"leader","MARTI","adult","summer",813,3,4,10,0.4
"1316","011017A1D8",61,200729100913,"M","Mill2",13,1144,2.9,"follower","MARTI","adult","summer",813,3,3,7,0.428571428571429
"1317","011017A1D8",61,200728141801,"M","Mill3",13,853,4.31666666666667,"follower","MARTI","adult","summer",813,2,2,11,0.181818181818182
"1318","011017A1D8",61,200729125735,"M","Mill2",13,1132,1.91666666666667,"follower","MARTI","adult","summer",813,4,4,17,0.235294117647059
"1319","011017A1D8",61,200805160702,"M","Mill6",14,2065,0.25,"leader","MARTI","adult","summer",813,2,4,21,0.19047619047619
"1320","011017A1D8",61,200805113855,"M","Mill2",14,1849,0.05,"leader","MARTI","adult","summer",813,1,1,5,0.2
"1321","011017A1D8",61,200805150339,"M","Mill6",14,2074,0.15,"leader","MARTI","adult","summer",813,1,2,7,0.285714285714286
"1322","011017A1D8",61,200805153322,"M","Mill6",14,2060,3.83333333333333,"leader","MARTI","adult","summer",813,3,5,24,0.208333333333333
"1323","011017A1D8",61,200805122737,"M","Mill2",14,1838,5.01666666666667,"follower","MARTI","adult","summer",813,8,2,22,0.0909090909090909
"1324","011017A1D8",61,200729081738,"M","Mill3",13,1159,2.58333333333333,"leader","MARTI","adult","summer",813,2,4,11,0.363636363636364
"1325","011017A1D8",61,200728111209,"M","Mill3",13,839,0.65,"leader","MARTI","adult","summer",813,1,5,12,0.416666666666667
"1326","011017A1D8",61,200804115811,"M","Mill6",14,1726,0.35,"leader","MARTI","adult","summer",813,2,4,8,0.5
"1327","011017A1D8",61,200805105109,"M","Mill2",14,1891,3.96666666666667,"follower","MARTI","adult","summer",813,4,1,7,0.142857142857143
"1328","011017A1D8",61,200805163702,"M","Mill6",14,2064,4.8,"leader","MARTI","adult","summer",813,2,4,10,0.4
"1329","011017A1D8",61,200805113431,"M","Mill2",14,1907,2.61666666666667,"follower","MARTI","adult","summer",813,3,4,24,0.166666666666667
"1330","011017A1D8",61,200806081343,"M","Mill2",14,2139,3.31666666666667,"follower","MARTI","adult","summer",813,4,2,6,0.333333333333333
"1331","011017A1D8",61,200805150112,"M","Mill6",14,2062,2.43333333333333,"leader","MARTI","adult","summer",813,1,4,8,0.5
"1332","011017A1D8",61,200804130131,"M","Mill6",14,1737,1.7,"leader","MARTI","adult","summer",813,2,3,8,0.375
"1333","011017A1D8",61,200805143906,"M","Mill6",14,2040,5.75,"leader","MARTI","adult","summer",813,1,4,13,0.307692307692308
"1334","011017A1D8",61,200729101434,"M","Mill2",13,1140,7.58333333333333,"follower","MARTI","adult","summer",813,5,4,13,0.307692307692308
"1335","011017A1D8",61,200805155455,"M","Mill6",14,2081,4.96666666666667,"follower","MARTI","adult","summer",813,3,4,15,0.266666666666667
"1336","011017A1D8",61,200805110743,"M","Mill2",14,1860,3.6,"follower","MARTI","adult","summer",813,4,2,21,0.0952380952380952
"1337","011017A1D8",61,200806082216,"M","Mill2",14,2093,1.35,"leader","MARTI","adult","summer",813,2,3,9,0.333333333333333
"1338","011017A1D8",61,200805133727,"M","Mill2",14,1841,5.86666666666667,"follower","MARTI","adult","summer",813,6,1,16,0.0625
"1339","011017A1D8",61,200804130059,"M","Mill6",14,1753,0.1,"leader","MARTI","adult","summer",813,1,4,8,0.5
"1340","011017A1D8",61,200804111928,"M","Mill6",14,1725,10.05,"follower","MARTI","adult","summer",813,3,1,7,0.142857142857143
"1341","011017A1D8",61,200805151307,"M","Mill6",14,2059,1.85,"follower","MARTI","adult","summer",813,2,2,6,0.333333333333333
"1342","011017A1D8",61,200805130021,"M","Mill2",14,1889,4.15,"follower","MARTI","adult","summer",813,7,1,10,0.1
"1343","011017A1D8",61,200805112514,"M","Mill2",14,1876,4.03333333333333,"leader","MARTI","adult","summer",813,4,1,10,0.1
"1344","011017A1D8",61,200805134043,"M","Mill2",14,1922,4.88333333333333,"follower","MARTI","adult","summer",813,3,3,29,0.103448275862069
"1345","011017A1D8",61,200805143649,"M","Mill6",14,2048,0.166666666666667,"leader","MARTI","adult","summer",813,1,3,12,0.25
"1346","011017A1D8",61,200805131625,"M","Mill2",14,1920,1.7,"follower","MARTI","adult","summer",813,5,1,14,0.0714285714285714
"1347","011017A1D8",61,200805161847,"M","Mill6",14,2052,3.26666666666667,"leader","MARTI","adult","summer",813,1,4,10,0.4
"1348","011017A1D8",61,200728142640,"M","Mill3",13,850,4.83333333333333,"follower","MARTI","adult","summer",813,2,3,12,0.25
"1349","011017A1D8",61,200729074719,"M","Mill3",13,1171,3.46666666666667,"leader","MARTI","adult","summer",813,3,6,11,0.545454545454545
"1350","011017A1D8",61,200805130633,"M","Mill2",14,1915,2.56666666666667,"follower","MARTI","adult","summer",813,9,3,16,0.1875
"1351","011017A1D8",61,200729102600,"M","Mill2",13,1089,3.56666666666667,"leader","MARTI","adult","summer",813,4,2,14,0.142857142857143
"1352","011017A1D8",61,200805111553,"M","Mill2",14,1868,6.05,"leader","MARTI","adult","summer",813,6,3,21,0.142857142857143
"1353","011017A1D8",61,200729195546,"M","Mill2",13,1072,3.11666666666667,"leader","MARTI","adult","summer",813,1,3,8,0.375
"1354","011017A1D8",61,200805120001,"M","Mill2",14,1803,8.61666666666667,"leader","MARTI","adult","summer",813,8,3,17,0.176470588235294
"1355","011017A1D8",61,200805071609,"M","Mill6",14,2068,0.0833333333333333,"leader","MARTI","adult","summer",813,1,2,6,0.333333333333333
"1356","011017A1D8",61,200729113838,"M","Mill3",13,1160,0.633333333333333,"leader","MARTI","adult","summer",813,1,3,4,0.75
"1357","011017A1D8",61,200805150710,"M","Mill6",14,2076,3,"follower","MARTI","adult","summer",813,2,1,9,0.111111111111111
"1358","011017A1D8",61,200729080034,"M","Mill3",13,1170,3.1,"leader","MARTI","adult","summer",813,2,5,9,0.555555555555556
"1359","011017A1D8",61,200806081144,"M","Mill2",14,2135,5.21666666666667,"follower","MARTI","adult","summer",813,5,3,9,0.333333333333333
"1360","011017A1D8",61,200804114249,"M","Mill6",14,1739,0.116666666666667,"leader","MARTI","adult","summer",813,1,1,4,0.25
"1361","011017A1D8",61,200729121724,"M","Mill2",13,1128,3.91666666666667,"follower","MARTI","adult","summer",813,6,5,14,0.357142857142857
"1362","011017A1D8",61,200729102402,"M","Mill2",13,1070,1.26666666666667,"follower","MARTI","adult","summer",813,3,2,18,0.111111111111111
"1363","011017A1D8",61,200805110028,"M","Mill2",14,1844,6.6,"leader","MARTI","adult","summer",813,5,1,10,0.1
"1364","011017A1D8",61,200730062622,"M","Mill2",13,1348,2.68333333333333,"follower","MARTI","adult","summer",813,6,2,13,0.153846153846154
